Resource Provider,Resource Type,Operation Name,Operation Display Name,Operation Description,Data Action
Microsoft.VoiceServices,communicationsGateways/contacts,Microsoft.VoiceServices/communicationsGateways/contacts/delete,Contacts_Delete,Delete a Contact,false
Microsoft.VoiceServices,communicationsGateways/contacts,Microsoft.VoiceServices/communicationsGateways/contacts/write,Contacts_Update,Update a Contact,false
Microsoft.VoiceServices,communicationsGateways/testLines,Microsoft.VoiceServices/communicationsGateways/testLines/read,TestLines_ListByCommunicationsGateway,List TestLine resources by CommunicationsGateway,false
Microsoft.VoiceServices,communicationsGateways/testLines,Microsoft.VoiceServices/communicationsGateways/testLines/read,TestLines_Get,Get a TestLine,false
Microsoft.VoiceServices,communicationsGateways/testLines,Microsoft.VoiceServices/communicationsGateways/testLines/write,TestLines_CreateOrUpdate,Create a TestLine,false
Microsoft.VoiceServices,communicationsGateways/testLines,Microsoft.VoiceServices/communicationsGateways/testLines/delete,TestLines_Delete,Delete a TestLine,false
Microsoft.VoiceServices,communicationsGateways/testLines,Microsoft.VoiceServices/communicationsGateways/testLines/write,TestLines_Update,Update a TestLine,false
Microsoft.VoiceServices,locations,Microsoft.VoiceServices/locations/checkNameAvailability/action,action_checkNameAvailability,action checkNameAvailability,false
Microsoft.VoiceServices,locations/operationStatuses,Microsoft.VoiceServices/locations/operationStatuses/read,read_operationStatuses,read operationStatuses,false
Microsoft.VoiceServices,locations/operationStatuses,Microsoft.VoiceServices/locations/operationStatuses/write,write_operationStatuses,write operationStatuses,false
Microsoft.ModSimWorkbench,,Microsoft.ModSimWorkbench/register/action,Register the Microsoft.ModSimWorkbench,Register the subscription for Microsoft.ModSimWorkbench,false
Microsoft.ModSimWorkbench,,Microsoft.ModSimWorkbench/unregister/action,Unregister the Microsoft.ModSimWorkbench,Unregister the subscription for Microsoft.ModSimWorkbench,false
Microsoft.ModSimWorkbench,Locations/operationStatuses,Microsoft.ModSimWorkbench/Locations/operationStatuses/read,read_operationStatuses,read operationStatuses,false
Microsoft.ModSimWorkbench,Locations/operationStatuses,Microsoft.ModSimWorkbench/Locations/operationStatuses/write,write_operationStatuses,write operationStatuses,false
Microsoft.ModSimWorkbench,Operations,Microsoft.ModSimWorkbench/Operations/read,read_Operations,read Operations,false
Microsoft.ModSimWorkbench,instances,Microsoft.ModSimWorkbench/instances/read,instances_ListBySubscription,read instances,false
Microsoft.ModSimWorkbench,instances,Microsoft.ModSimWorkbench/instances/read,instances_ListByResourceGroup,read instances,false
Microsoft.ModSimWorkbench,instances,Microsoft.ModSimWorkbench/instances/read,instances_Get,read instances,false
Microsoft.ModSimWorkbench,instances,Microsoft.ModSimWorkbench/instances/write,instances_CreateOrUpdate,write instances,false
Microsoft.ModSimWorkbench,instances,Microsoft.ModSimWorkbench/instances/delete,instances_Delete,delete instances,false
Microsoft.ModSimWorkbench,instances,Microsoft.ModSimWorkbench/instances/write,instances_Patch,write instances,false
Microsoft.ModSimWorkbench,instances/chambers,Microsoft.ModSimWorkbench/instances/chambers/getUploadUri/action,chambers_GetUploadUri,getUploadUri chambers,false
Microsoft.ModSimWorkbench,instances/chambers,Microsoft.ModSimWorkbench/instances/chambers/start/action,chambers_Start,start chambers,false
Microsoft.ModSimWorkbench,instances/chambers,Microsoft.ModSimWorkbench/instances/chambers/stop/action,chambers_Stop,stop chambers,false
Microsoft.ModSimWorkbench,instances/chambers,Microsoft.ModSimWorkbench/instances/chambers/restart/action,chambers_Restart,restart chambers,false
Microsoft.ModSimWorkbench,instances/chambers,Microsoft.ModSimWorkbench/instances/chambers/licenseUpdate/action,chambers_LicenseUpdate,licenseUpdate chambers,false
Microsoft.ModSimWorkbench,instances/chambers,Microsoft.ModSimWorkbench/instances/chambers/licenseRestart/action,chambers_LicenseRestart,licenseRestart chambers,false
Microsoft.ModSimWorkbench,instances/chambers,Microsoft.ModSimWorkbench/instances/chambers/read,chambers_Get,Gets information about the specified Chamber.,false
Microsoft.ModSimWorkbench,instances/chambers,Microsoft.ModSimWorkbench/instances/chambers/write,chambers_CreateOrUpdate,Creates or updates the specified Chamber.,false
Microsoft.ModSimWorkbench,instances/chambers,Microsoft.ModSimWorkbench/instances/chambers/delete,chambers_Delete,Deletes the specified Chamber.,false
Microsoft.ModSimWorkbench,instances/chambers,Microsoft.ModSimWorkbench/instances/chambers/write,chambers_Update,Updates the specified Chamber.,false
Microsoft.ModSimWorkbench,instances/chambers,Microsoft.ModSimWorkbench/instances/chambers/read,chambers_List,Lists all Chambers.,false
Microsoft.ModSimWorkbench,instances/chambers/accessProfiles,Microsoft.ModSimWorkbench/instances/chambers/accessProfiles/sync/action,accessProfiles_Sync,sync accessProfiles,false
Microsoft.ModSimWorkbench,instances/chambers/accessProfiles,Microsoft.ModSimWorkbench/instances/chambers/accessProfiles/read,accessProfiles_Get,Gets information about the specified accessProfile.,false
Microsoft.ModSimWorkbench,instances/chambers/accessProfiles,Microsoft.ModSimWorkbench/instances/chambers/accessProfiles/write,accessProfiles_CreateOrUpdate,Creates or updates the specified AccessProfile.,false
Microsoft.ModSimWorkbench,instances/chambers/accessProfiles,Microsoft.ModSimWorkbench/instances/chambers/accessProfiles/delete,accessProfiles_Delete,Deletes the specified accessProfile.,false
Microsoft.ModSimWorkbench,instances/chambers/accessProfiles,Microsoft.ModSimWorkbench/instances/chambers/accessProfiles/write,accessProfiles_Update,Updates the specified accessProfile.,false
Microsoft.ModSimWorkbench,instances/chambers/accessProfiles,Microsoft.ModSimWorkbench/instances/chambers/accessProfiles/read,accessProfiles_List,Lists all AccessProfiles.,false
Microsoft.ModSimWorkbench,instances/chambers/fileRequests,Microsoft.ModSimWorkbench/instances/chambers/fileRequests/read,fileRequests_Get,read fileRequests,false
Microsoft.ModSimWorkbench,instances/chambers/fileRequests,Microsoft.ModSimWorkbench/instances/chambers/fileRequests/manage/action,fileRequests_manage,manage fileRequests,false
Microsoft.ModSimWorkbench,instances/chambers/fileRequests,Microsoft.ModSimWorkbench/instances/chambers/fileRequests/getDownloadUri/action,fileRequest_getDownloadUri,getDownloadUri fileRequests,false
Microsoft.ModSimWorkbench,instances/chambers/fileRequests,Microsoft.ModSimWorkbench/instances/chambers/fileRequests/read,fileRequests_List,Get ModSim Workbench chamber data pipeline file request resource collection.,false
Microsoft.ModSimWorkbench,instances/chambers/files,Microsoft.ModSimWorkbench/instances/chambers/files/read,files_Get,read files,false
Microsoft.ModSimWorkbench,instances/chambers/files,Microsoft.ModSimWorkbench/instances/chambers/files/read,files_List,Lists all files.,false
Microsoft.ModSimWorkbench,instances/chambers/workloads,Microsoft.ModSimWorkbench/instances/chambers/workloads/start/action,workloads_Start,start workloads,false
Microsoft.ModSimWorkbench,instances/chambers/workloads,Microsoft.ModSimWorkbench/instances/chambers/workloads/stop/action,workloads_Stop,stop workloads,false
Microsoft.ModSimWorkbench,instances/chambers/workloads,Microsoft.ModSimWorkbench/instances/chambers/workloads/restart/action,workloads_Restart,restart workloads,false
Microsoft.ModSimWorkbench,instances/chambers/workloads,Microsoft.ModSimWorkbench/instances/chambers/workloads/read,workloads_Get,Gets information about the specified workload.,false
Microsoft.ModSimWorkbench,instances/chambers/workloads,Microsoft.ModSimWorkbench/instances/chambers/workloads/write,workloads_CreateOrUpdate,Creates or updates the specified workload.,false
Microsoft.ModSimWorkbench,instances/chambers/workloads,Microsoft.ModSimWorkbench/instances/chambers/workloads/delete,workloads_Delete,Deletes the specified workload.,false
Microsoft.ModSimWorkbench,instances/chambers/workloads,Microsoft.ModSimWorkbench/instances/chambers/workloads/write,workloads_Update,Updates the specified workload.,false
Microsoft.ModSimWorkbench,instances/chambers/workloads,Microsoft.ModSimWorkbench/instances/chambers/workloads/read,workloads_List,Lists all workloads.,false
Microsoft.ModSimWorkbench,instances/consortiums,Microsoft.ModSimWorkbench/instances/consortiums/start/action,consortiums_Start,start consortiums,false
Microsoft.ModSimWorkbench,instances/consortiums,Microsoft.ModSimWorkbench/instances/consortiums/stop/action,consortiums_Stop,stop consortiums,false
Microsoft.ModSimWorkbench,instances/consortiums,Microsoft.ModSimWorkbench/instances/consortiums/restart/action,consortiums_Restart,restart consortiums,false
Microsoft.ModSimWorkbench,instances/consortiums,Microsoft.ModSimWorkbench/instances/consortiums/read,consortiums_Get,Gets information about the specified consortium.,false
Microsoft.ModSimWorkbench,instances/consortiums,Microsoft.ModSimWorkbench/instances/consortiums/write,consortiums_CreateOrUpdate,Creates or updates the specified consortium.,false
Microsoft.ModSimWorkbench,instances/consortiums,Microsoft.ModSimWorkbench/instances/consortiums/delete,consortiums_Delete,Deletes the specified consortium.,false
Microsoft.ModSimWorkbench,instances/consortiums,Microsoft.ModSimWorkbench/instances/consortiums/write,consortiums_Update,Updates the specified consortium.,false
Microsoft.ModSimWorkbench,instances/consortiums,Microsoft.ModSimWorkbench/instances/consortiums/read,consortiums_List,Lists all consortiums.,false
Microsoft.ModSimWorkbench,instances/consortiums,Microsoft.ModSimWorkbench/instances/consortiums/licenseAdd/action,consortiums_LicenseAdd,Add license to an ModSim Workbench consortium.,false
Qumulo.QaaS,,Qumulo.QaaS/register/action,Register the Qumulo.QaaS,Register the subscription for Qumulo.QaaS,false
Qumulo.QaaS,,Qumulo.QaaS/unregister/action,Unregister the Qumulo.QaaS,Unregister the subscription for Qumulo.QaaS,false
Qumulo.QaaS,,Qumulo.QaaS/checkNameAvailability/action,Check Name Availability,Checks if a Qumulo.QaaS resource name is available,false
Qumulo.QaaS,locations,Qumulo.QaaS/locations/read,Get locations,Get locations,false
Qumulo.QaaS,locations/operationStatuses,Qumulo.QaaS/locations/operationStatuses/read,read_operationStatuses,read operationStatuses,false
Qumulo.QaaS,locations/operationStatuses,Qumulo.QaaS/locations/operationStatuses/write,write_operationStatuses,write operationStatuses,false
Qumulo.QaaS,registeredSubscriptions,Qumulo.QaaS/registeredSubscriptions/read,Get registered subscriptions,Get registered subscription details,false
Qumulo.QaaS,operations,Qumulo.QaaS/operations/read,read_operations,read operations,false
Qumulo.QaaS,storages,Qumulo.QaaS/storages/read,Storages_ListBySubscription,List QumuloResource resources by subscription ID,false
Qumulo.QaaS,storages,Qumulo.QaaS/storages/read,Storages_ListByResourceGroup,List QumuloResource resources by resource group,false
Qumulo.QaaS,storages,Qumulo.QaaS/storages/read,Storages_Get,Get a QumuloResource,false
Qumulo.QaaS,storages,Qumulo.QaaS/storages/write,Storages_CreateOrUpdate,Create a QumuloResource,false
Qumulo.QaaS,storages,Qumulo.QaaS/storages/delete,Storages_Delete,Delete a QumuloResource,false
Qumulo.QaaS,storages,Qumulo.QaaS/storages/write,Storages_Update,Update a QumuloResource,false
Microsoft.ApiManagement,service/gateways,Microsoft.ApiManagement/service/gateways/getConfiguration/action,Get self-hosted gateway configuration,Fetches configuration for specified self-hosted gateway,true
Microsoft.Batch,batchAccounts/jobSchedules,Microsoft.Batch/batchAccounts/jobSchedules/read,List or Get Job Schedules,Lists job schedules on a Batch account or gets the properties of a job schedule,true
Microsoft.Batch,batchAccounts/jobSchedules,Microsoft.Batch/batchAccounts/jobSchedules/write,Create or Update Job Schedule,Creates a new job schedule on a Batch account or updates an existing job schedule,true
Microsoft.Batch,batchAccounts/jobSchedules,Microsoft.Batch/batchAccounts/jobSchedules/delete,Delete Job Schedule,Deletes a job schedule from a Batch account,true
Microsoft.Batch,batchAccounts/jobs,Microsoft.Batch/batchAccounts/jobs/read,List or Get Jobs,Lists jobs on a Batch account or gets the properties of a job,true
Microsoft.Batch,batchAccounts/jobs,Microsoft.Batch/batchAccounts/jobs/write,Create or Update Job,Creates a new job on a Batch account or updates an existing job,true
Microsoft.Batch,batchAccounts/jobs,Microsoft.Batch/batchAccounts/jobs/delete,Delete Job,Deletes a job from a Batch account,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/AudioFiles,Microsoft.CognitiveServices/accounts/AudioContentCreation/AudioFiles/delete,Delete audio files.,Delete audio files.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/AudioFiles,Microsoft.CognitiveServices/accounts/AudioContentCreation/AudioFiles/read,Query ACC exported audio files.,Query ACC exported audio files.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/ResourceFolders,Microsoft.CognitiveServices/accounts/AudioContentCreation/ResourceFolders/write,"Edit folder metadata like name, tags.","Edit folder metadata like name, tags.",true
Microsoft.CognitiveServices,accounts/AudioContentCreation/ResourceFolders/ResourceFiles,Microsoft.CognitiveServices/accounts/AudioContentCreation/ResourceFolders/ResourceFiles/CopyOrMoveResourceFolderOrFiles/action,Copy or move folder or files.,Copy or move folder or files.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/ResourceFolders/ResourceFiles,Microsoft.CognitiveServices/accounts/AudioContentCreation/ResourceFolders/ResourceFiles/delete,"Delete folder or files recursively, with optional to delete associated audio files.","Delete folder or files recursively, with optional to delete associated audio files.",true
Microsoft.CognitiveServices,accounts/AudioContentCreation/ResourceFolders/ResourceFiles,Microsoft.CognitiveServices/accounts/AudioContentCreation/ResourceFolders/ResourceFiles/write,"Edit file's metadata like name, description, tags etc.","Edit file's metadata like name, description, tags etc.",true
Microsoft.CognitiveServices,accounts/AudioContentCreation/ResourceFolders/ResourceFiles,Microsoft.CognitiveServices/accounts/AudioContentCreation/ResourceFolders/ResourceFiles/read,"Query files metadata like recursive file count, associated audio file count, exporting audio ssml file count.","Query files metadata like recursive file count, associated audio file count, exporting audio ssml file count.",true
Microsoft.CognitiveServices,accounts/AudioContentCreation/ResourceFolders/SsmlFiles,Microsoft.CognitiveServices/accounts/AudioContentCreation/ResourceFolders/SsmlFiles/write,"Edit ssml files metadata(name, tags etc) and content.","Edit ssml files metadata(name, tags etc) and content.",true
Microsoft.CognitiveServices,accounts/AudioContentCreation/ResourceFolders/SsmlFiles,Microsoft.CognitiveServices/accounts/AudioContentCreation/ResourceFolders/SsmlFiles/read,Query ssml files.,Query ssml files.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/TuneTemplates,Microsoft.CognitiveServices/accounts/AudioContentCreation/TuneTemplates/DetectTuneTemplate/action,Detect tune template.,Detect tune template.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/TuneTemplates,Microsoft.CognitiveServices/accounts/AudioContentCreation/TuneTemplates/read,Query tune template.,Query tune template.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/TuneTemplates,Microsoft.CognitiveServices/accounts/AudioContentCreation/TuneTemplates/write,Create tune template.,Create tune template.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/TuneTemplates,Microsoft.CognitiveServices/accounts/AudioContentCreation/TuneTemplates/delete,Delete tune template.,Delete tune template.,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/alert/anomaly/configurations,Microsoft.CognitiveServices/accounts/MetricsAdvisor/alert/anomaly/configurations/write,Create or update anomaly alerting configuration,Create or update anomaly alerting configuration,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/alert/anomaly/configurations,Microsoft.CognitiveServices/accounts/MetricsAdvisor/alert/anomaly/configurations/delete,Delete anomaly alerting configuration,Delete anomaly alerting configuration,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/alert/anomaly/configurations,Microsoft.CognitiveServices/accounts/MetricsAdvisor/alert/anomaly/configurations/read,Query a single anomaly alerting configuration,Query a single anomaly alerting configuration,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/alert/anomaly/configurations/alerts,Microsoft.CognitiveServices/accounts/MetricsAdvisor/alert/anomaly/configurations/alerts/query/action,Query alerts under anomaly alerting configuration,Query alerts under anomaly alerting configuration,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/alert/anomaly/configurations/alerts/anomalies,Microsoft.CognitiveServices/accounts/MetricsAdvisor/alert/anomaly/configurations/alerts/anomalies/read,Query anomalies under a specific alert,Query anomalies under a specific alert,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/alert/anomaly/configurations/alerts/incidents,Microsoft.CognitiveServices/accounts/MetricsAdvisor/alert/anomaly/configurations/alerts/incidents/read,Query incidents under a specific alert,Query incidents under a specific alert,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/metrics/enrichment/anomalydetection/configurations,Microsoft.CognitiveServices/accounts/MetricsAdvisor/metrics/enrichment/anomalydetection/configurations/read,Query all anomaly detection configurations for specific metric,Query all anomaly detection configurations for specific metric,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/enrichment/anomalydetection/configurations,Microsoft.CognitiveServices/accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/write,Create or update anomaly detection configuration,Create or update anomaly detection configuration,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/enrichment/anomalydetection/configurations,Microsoft.CognitiveServices/accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/delete,Delete anomaly detection configuration,Delete anomaly detection configuration,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/enrichment/anomalydetection/configurations,Microsoft.CognitiveServices/accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/read,Query a single anomaly detection configuration,Query a single anomaly detection configuration,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/anomalies,Microsoft.CognitiveServices/accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/anomalies/query/action,Query anomalies under anomaly detection configuration,Query anomalies under anomaly detection configuration,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/anomalies/dimension,Microsoft.CognitiveServices/accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/anomalies/dimension/query/action,Query dimension values of anomalies,Query dimension values of anomalies,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/alert/anomaly/configurations,Microsoft.CognitiveServices/accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/alert/anomaly/configurations/read,Query all anomaly alerting configurations for specific anomaly detection configuration,Query all anomaly alerting configurations for specific anomaly detection configuration,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/incidents,Microsoft.CognitiveServices/accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/incidents/query/action,Query incidents under anomaly detection configuration,Query incidents under anomaly detection configuration,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/incidents/rootcause,Microsoft.CognitiveServices/accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/incidents/rootcause/read,Query root cause for incident,Query root cause for incident,true
Microsoft.CognitiveServices,accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/series,Microsoft.CognitiveServices/accounts/MetricsAdvisor/enrichment/anomalydetection/configurations/series/query/action,Query series enriched by anomaly detection,Query series enriched by anomaly detection,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/Metadata,Microsoft.CognitiveServices/accounts/AudioContentCreation/Metadata/IsCurrentSubscriptionInGroup/action,Check whether current subscription is in specific group kind.,Check whether current subscription is in specific group kind.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/Metadata/BlobEntitiesEndpointWithSas,Microsoft.CognitiveServices/accounts/AudioContentCreation/Metadata/BlobEntitiesEndpointWithSas/read,Query blob url with SAS of artifacts.,Query blob url with SAS of artifacts.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/Metadata/CustomvoiceGlobalSettings,Microsoft.CognitiveServices/accounts/AudioContentCreation/Metadata/CustomvoiceGlobalSettings/read,Query customvoice global settings.,Query customvoice global settings.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/Metadata/DefaultVoicePreference,Microsoft.CognitiveServices/accounts/AudioContentCreation/Metadata/DefaultVoicePreference/read,Gets default voice preference for multi-voices role and style prediction.,Gets default voice preference for multi-voices role and style prediction.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/Metadata/LanguageMetadatas,Microsoft.CognitiveServices/accounts/AudioContentCreation/Metadata/LanguageMetadatas/read,Query language metadata.,Query language metadata.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/Metadata/Reports,Microsoft.CognitiveServices/accounts/AudioContentCreation/Metadata/Reports/read,"Generic query report API for endpoint billing history, model training hours history etc.","Generic query report API for endpoint billing history, model training hours history etc.",true
Microsoft.CognitiveServices,accounts/AudioContentCreation/Metadata/TuneMetadatas,Microsoft.CognitiveServices/accounts/AudioContentCreation/Metadata/TuneMetadatas/read,Query tuning metadata.,Query tuning metadata.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/Metadata/TuneRecommendations,Microsoft.CognitiveServices/accounts/AudioContentCreation/Metadata/TuneRecommendations/read,Gets tune recommendations for multi-voices role and style prediction.,Gets tune recommendations for multi-voices role and style prediction.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/Metadata/Versions,Microsoft.CognitiveServices/accounts/AudioContentCreation/Metadata/Versions/read,Query API version.,Query API version.,true
Microsoft.CognitiveServices,accounts/AudioContentCreation/Metadata/Voices,Microsoft.CognitiveServices/accounts/AudioContentCreation/Metadata/Voices/read,Query ACC voices.,Query ACC voices.,true
Microsoft.CognitiveServices,accounts/Autosuggest,Microsoft.CognitiveServices/accounts/Autosuggest/search/action,Suggestions,This operation provides suggestions for a given query or partial query.,true
Microsoft.CognitiveServices,accounts/ComputerVision,Microsoft.CognitiveServices/accounts/ComputerVision/analyze/action,Analyze Image,This operation extracts a rich set of visual features based on the image content.,true
Microsoft.CognitiveServices,accounts/ComputerVision,Microsoft.CognitiveServices/accounts/ComputerVision/describe/action,Describe Image,"This operation generates a description of an image in human readable language with complete sentences.  The description is based on a collection of content tags, which are also returned by the operation. More than one description can be generated for each image.  Descriptions are ordered by their confidence score. All descriptions are in English.",true
Microsoft.CognitiveServices,accounts/ComputerVision,Microsoft.CognitiveServices/accounts/ComputerVision/generatethumbnail/action,Get Thumbnail,"This operation generates a thumbnail image with the user-specified width and height.  By default, the service analyzes the image, identifies the region of interest (ROI), and generates smart cropping coordinates based on the ROI.  Smart cropping helps when you specify an aspect ratio that differs from that of the input image",true
Microsoft.CognitiveServices,accounts/ComputerVision,Microsoft.CognitiveServices/accounts/ComputerVision/ocr/action,OCR,Optical Character Recognition (OCR) detects text in an image and extracts the recognized characters into a machine-usable character stream.,true
Microsoft.CognitiveServices,accounts/ComputerVision,Microsoft.CognitiveServices/accounts/ComputerVision/recognizetext/action,Recognize Text,"Use this interface to get the result of a Recognize Text operation. When you use the Recognize Text interface, the response contains a field called “Operation-Location”. The “Operation-Location” field contains the URL that you must use for your Get Recognize Text Operation Result operation.",true
Microsoft.CognitiveServices,accounts/ComputerVision,Microsoft.CognitiveServices/accounts/ComputerVision/tag/action,Tag Image,"This operation generates a list of words, or tags, that are relevant to the content of the supplied image. The Computer Vision API can return tags based on objects, living beings, scenery or actions found in images. Unlike categories, tags are not organized according to a hierarchical classification system, but correspond to image content. Tags may contain hints to avoid ambiguity or provide context, for example the tag “cello” may be accompanied by the hint “musical instrument”. All tags are in English.",true
Microsoft.CognitiveServices,accounts/ComputerVision,Microsoft.CognitiveServices/accounts/ComputerVision/areaofinterest/action,Get Area of Interest,This operation returns a bounding box around the most important area of the image.,true
Microsoft.CognitiveServices,accounts/ComputerVision,Microsoft.CognitiveServices/accounts/ComputerVision/detect/action,Detect Objects,This operation Performs object detection on the specified image.,true
Microsoft.CognitiveServices,accounts/ComputerVision/batch,Microsoft.CognitiveServices/accounts/ComputerVision/batch/write,Batch (Internal),This internal operation creates a new batch with the specified name.,true
Microsoft.CognitiveServices,accounts/ComputerVision/batch,Microsoft.CognitiveServices/accounts/ComputerVision/batch/read,Get Batch List (Internal),This internal operation returns the list of batches.,true
Microsoft.CognitiveServices,accounts/ComputerVision/batch/analyzestatus,Microsoft.CognitiveServices/accounts/ComputerVision/batch/analyzestatus/read,Get Batch (Internal),This internal operation returns the status of the specified batch.,true
Microsoft.CognitiveServices,accounts/ComputerVision/datasets,Microsoft.CognitiveServices/accounts/ComputerVision/datasets/read,GetDataset|GetDatasets,"Get information about a specific dataset.
Get a list of datasets that have been registered.",true
Microsoft.CognitiveServices,accounts/ComputerVision/datasets,Microsoft.CognitiveServices/accounts/ComputerVision/datasets/write,RegisterDataset|UpdateDataset,"Register a new dataset.
Update the properties of an existing dataset.",true
Microsoft.CognitiveServices,accounts/ComputerVision/datasets,Microsoft.CognitiveServices/accounts/ComputerVision/datasets/delete,UnregisterDataset,Unregister a dataset.,true
Microsoft.CognitiveServices,accounts/ComputerVision/deployments,Microsoft.CognitiveServices/accounts/ComputerVision/deployments/write,CreateDeployment|UpdateDeployment,"Deploy an operation to be run on the target device.
Update the properties of an existing deployment.",true
Microsoft.CognitiveServices,accounts/ComputerVision/deployments,Microsoft.CognitiveServices/accounts/ComputerVision/deployments/delete,DeleteDeployment,"Delete a deployment, removing the operation from the target device.",true
Microsoft.CognitiveServices,accounts/ComputerVision/deployments,Microsoft.CognitiveServices/accounts/ComputerVision/deployments/read,GetDeployment|GetDeployments,"Get information about a specific deployment.
Get a list of deployments that have been created.",true
Microsoft.CognitiveServices,accounts/ComputerVision/models,Microsoft.CognitiveServices/accounts/ComputerVision/models/read,List Domain Specific Models,"This operation returns the list of domain-specific models that are supported by the Computer Vision API.  Currently, the API supports following domain-specific models: celebrity recognizer, landmark recognizer.",true
Microsoft.CognitiveServices,accounts/ComputerVision/models,Microsoft.CognitiveServices/accounts/ComputerVision/models/analyze/action,Recognize Domain Specific Content,"This operation recognizes content within an image by applying a domain-specific model.  The list of domain-specific models that are supported by the Computer Vision API can be retrieved using the /models GET request.  Currently, the API provides following domain-specific models: celebrities, landmarks.",true
Microsoft.CognitiveServices,accounts/ComputerVision/models,Microsoft.CognitiveServices/accounts/ComputerVision/models/:cancel/action,CancelModelTraining,Cancel model training.,true
Microsoft.CognitiveServices,accounts/ComputerVision/models,Microsoft.CognitiveServices/accounts/ComputerVision/models/delete,DeleteModel,"Delete a custom model. A model can be deleted if it is in one of the 'Succeeded', 'Failed', or 'Canceled' states.",true
Microsoft.CognitiveServices,accounts/ComputerVision/models,Microsoft.CognitiveServices/accounts/ComputerVision/models/write,TrainModel,Start training a custom model.,true
Microsoft.CognitiveServices,accounts/ComputerVision/read,Microsoft.CognitiveServices/accounts/ComputerVision/read/analyze/action,OCR - Analyze,"Use this interface to perform a Read operation, employing the state-of-the-art Optical Character Recognition (OCR) algorithms optimized for text-heavy documents. It can handle hand-written, printed or mixed documents. When you use the Read interface, the response contains a header called 'Operation-Location'. The 'Operation-Location' header contains the URL that you must use for your <a href=""/docs/services/5d98695995feb7853f67d6a6/operations/5d9869604be85dee480c8750"">Get Read Result</a> operation to access OCR results.**",true
Microsoft.CognitiveServices,accounts/ComputerVision/read/analyzeresults,Microsoft.CognitiveServices/accounts/ComputerVision/read/analyzeresults/read,Get analysis results,"Use this interface to retrieve the status and OCR result of a <a href=""/docs/services/5d98695995feb7853f67d6a6/operations/5d986960601faab4bf452005"">Read</a> operation.  The URL containing the 'operationId' is returned in the Read operation 'Operation-Location' response header.*",true
Microsoft.CognitiveServices,accounts/ComputerVision/read/core,Microsoft.CognitiveServices/accounts/ComputerVision/read/core/asyncbatchanalyze/action,Batch Read File,"Use this interface to get the result of a Batch Read File operation, employing the state-of-the-art Optical Character",true
Microsoft.CognitiveServices,accounts/ComputerVision/read/operations,Microsoft.CognitiveServices/accounts/ComputerVision/read/operations/read,Get results of read operation,"This interface is used for getting OCR results of Read operation. The URL to this interface should be retrieved from <b>""Operation-Location""</b> field returned from <a href=""/docs/services/5adf991815e1060e6355ad44/operations/2afb498089f74080d7ef85eb"">Batch Read File</a> interface.",true
Microsoft.CognitiveServices,accounts/ComputerVision/operations,Microsoft.CognitiveServices/accounts/ComputerVision/operations/imageanalysis:analyze/action,Analyze,Analyze the input image of incoming request without deployment. The request either contains image stream,true
